CUSTOMER_ID,no_accounts,amt_borrowed
64976920020,1,7256.45
83760710060,1,117163.08
4300720040,1,86027.01
18840220060,1,47849.1
35869190007,1,31021.28
66535530093,2,111799.01
71387520067,1,95000
72766620054,1,58928.99
85476821002,1,58900
5137820096,1,33000
15242620052,1,5128.79
12856620037,1,28075.3
20410720041,1,69652
32287920096,1,394500
45535920099,1,39179
98311600060,1,23553.16
21675800041,1,45517.97
28258910014,1,45008.91
29319820018,1,40000
31172900058,1,59800
52556620058,1,29450
61527820012,1,211006.25
77273020029,1,8558.7
83044710043,1,30000
80052810083,1,36000
90471120086,2,620198.38
27333420011,1,19890.43
46996920029,1,71111.63
67173720053,1,130000
82491520087,1,51700
81098820011,1,44466.5
16091520066,1,80450
38116810092,1,159693.27
37686800094,1,27700
64810720061,1,12916
78730210042,1,27800
98781910063,1,956061.47
99629310041,1,79800
1086620052,1,42960
10529220002,1,141990
49960810091,1,86000
51480031008,1,41490
62035620086,2,187387.52
75603120091,1,68967.01
71165221002,1,93841
85933820065,1,32874
95266620084,1,52950
89590031002,1,83341
98463220059,1,53984
96244720062,1,55000
5174530098,1,107740
9489620045,1,21500
20877220032,1,45647.47
38640520059,1,33084.27
58823320058,1,5585
69329520082,1,3033
65519220058,1,45226
78778220039,1,114070
85013620087,1,18040
86602030098,1,122000
94416120022,3,128445.45
2475530098,1,49495.78
37612510027,1,14091.13
70569620048,1,215050
92607910087,1,42888
99355411004,1,29500
3638520076,1,167900
5586010048,1,341781
23700720035,1,51000
30087710036,1,41685
31251820099,1,12444.3
40425530097,1,74030
50494120031,1,70000
82507820093,2,97002
15947220032,1,62834.19
13834720066,1,134555.1
26452210039,1,60000
32321031007,1,15000
35393430094,3,84900
64417820090,1,53790
66217610063,1,91565
74276720094,1,121150
74658620064,1,9799.65
93673320071,1,25413
97149810080,2,163909.09
198620044,1,31630
15133720054,1,74165.15
22661420050,1,60000
74290620057,1,94740
92853550005,1,5000
96085530092,1,50924.61
548520044,1,44989
947500008,1,42900
3105210016,1,64850
21121820091,1,40117
26583720063,1,66800
45928720039,1,26450
48010820021,2,73100
70230420047,1,119996
72290820092,1,52682.43
73927720094,1,49185
86872520011,1,24825.01
88383720054,1,74064.16
10186620089,1,51743.62
23258120036,2,249663.04
16780320051,1,87750
26333720079,1,40450
37351920027,1,34300.38
62302520080,1,69240.19
62700520051,1,42180.98
71421120068,2,998191.25
3771030092,1,86774
6767910066,1,31158.8
23217010068,1,20000
26472820096,1,43843.9
35944810035,1,46141.25
65562420098,1,300000
99576920021,1,8007.54
78652411008,1,206800
74193420045,1,59123
80136520024,1,60000
91850910023,1,169215.98
89068720091,1,36018.63
97907520067,1,42110
2568950008,1,136493.78
6726020059,2,166240
18007520039,1,59030
19677720034,1,6116.55
26497420072,1,55000
30786810044,1,99612.7
86242520076,1,91200
97256920023,1,50030
8768010034,1,86350.2
63690410055,1,82995
86107810097,1,10074.53
97440031007,1,92584
43995821009,1,42000
51161900085,1,41796.6
78483720079,1,36000
95131620079,1,46785.36
4746821006,1,25000
9139230098,1,67000
11415310012,2,223525.2
18527311003,1,75000
21504020091,1,52635
64601510084,1,74800
75591030098,1,410037.87
8449120076,1,29000
24893030093,1,20000
53327220012,1,150000
51887510086,1,40850
72743520050,1,66940
83513720050,1,23250
18752720057,1,31350
68086720025,1,250000
76028320066,1,62649.46
99610720040,1,55000
6426020030,2,919680.58
21389850005,1,114487
11778511008,1,46127.61
20162130092,1,48583.7
21285620053,1,115486
60727120083,1,108795
60791800067,1,242754
59454030091,1,217336.16
60122410029,2,1642349.01
97612920020,1,101750
39796920096,1,34372.8
42291400084,1,27128.62
56919220087,1,62119.2
58003820065,1,48450
84449520058,1,50000
84659410092,1,76237.08
23564520089,1,65000
16276920023,1,140823.79
36804820025,1,80000
61691721008,1,93390
63787620059,1,63228
1672020092,1,200000
25804320019,1,31000
53647800016,1,58500
76684821002,1,36578.05
72398220048,2,66242
47439620044,1,79000
40832620049,1,28050
72153820061,1,38950
86376520071,1,69090
6089220081,1,83500
15248720038,1,25863.75
10746520079,1,104606
18968920090,1,28589
43687020015,1,25122.88
61211020027,6,1223233.61
4147600084,1,11074
10876821005,2,92990
17756620083,1,65990
18236620084,1,43450
18473921008,1,7310.97
24904400038,1,180854.24
90025520039,1,119128
27557700098,1,1674107.25
36769921006,1,27014.05
52787121002,1,229980.7
57043510067,1,38500
66403410073,1,25942.73
85855530096,1,58893
27508620040,1,50000
35104820097,1,42445
36794610082,1,13980
52175530091,1,39900
57283320043,1,35751.4
25090120014,3,306709.69
42777610030,1,142500
50521620083,3,645820.48
68956520087,1,88000
17092320079,1,52300
22011810073,1,109624.3
34628020029,1,62703.2
62644120052,1,36990
69960300065,1,60000
84399720093,1,35189
85550910098,1,60019
85986920094,1,47905
96022611004,1,47995
2581620038,1,152636
10336510062,1,79785
23009020034,1,10480
69613300060,1,47000
73850710022,1,45000
86391820021,1,44870
96260120016,1,63423
96537610094,1,45644.6
30989400045,1,90000
52843030093,1,50170
83015620057,1,240000
85338620026,1,1200000
13111031005,1,77000
39934530097,1,34730
56246720094,1,13543.3
78135711002,4,1362000
84578120093,1,10573.75
79543420049,2,636596.5
82172521007,1,142445
36382520072,1,51750
43668720091,1,6537.8
48042310085,1,116450
52392320015,1,186045.82
61218920095,1,45763
63829020087,1,125400
66910920027,1,35500
93953820097,1,52000
95522820027,2,99000
3724510018,1,45600
5512710017,1,29234.58
25345721007,1,176450
70076720091,1,325997.38
66457010067,1,161000
91107320043,1,30000
87889420070,1,32546.62
98417720060,1,70940
10893120059,1,59705.5
17849310041,1,91300
38659820019,1,65046.22
34101820097,1,23500
53325530092,1,30000
62431720070,1,70500
73681410060,1,5274.41
12165020040,1,35150
17099820025,1,56559.55
19661420045,1,10714.5
32448820011,1,78000
34497721000,1,53000
41593820098,2,138869.99
89943150008,1,20636.36
95719820020,1,8365.5
43187220096,1,17780.99
49107920023,1,13860
51079020003,1,410344
65847720094,1,45335
71133920028,1,108744.9
81955620074,1,30401
11210310051,1,301936
34233720055,1,42450
35307920020,1,87950
48727620086,1,46832.5
76045810083,1,22500
82919820022,1,13231.93
87698120032,2,151667.01
4720030097,1,45006
41566620082,1,27950
43270510078,2,81031.74
50072720053,1,49500
62604120090,1,80850
56496620061,1,37560
68848420097,1,34478.21
64649520054,1,263145
10095210084,1,21720
16055520042,2,68460
25990621009,1,55678.66
26129820013,1,54880
30612920091,1,35450
30636620085,1,44225
33860620083,1,52860.08
50303020020,1,68589.8
55777720099,1,36156
85637021007,1,80450
5815220015,2,101302
8163820069,1,64900
75086920022,1,73200
82800810011,4,363583.5
80532320083,1,30252.22
97786420042,1,89980
19674421004,1,64450
25051130092,2,445192.68
51317701008,39,7304231.06
84453820061,1,60822
80162820098,1,9401.45
16304820098,1,14272.95
36437720099,1,20000
75570110056,1,152500.9
76741120043,1,49500
88128230090,1,155387.02
89490031005,1,81800
99683800068,1,50000
5009720090,1,9215
25776221004,1,14045.95
29092410064,1,104999.99
61707500091,1,77000
83893921005,1,100000
84404620071,1,19767.43
81226721000,1,59357.1
17639520083,1,28950
19985620035,1,40050
27986920021,1,14879.52
28772820097,1,74716
36076321008,1,95370.03
49971710045,1,21600.01
76518720038,1,46259
77737921002,1,43931.93
15562420092,1,165000
14405720097,1,65000
17521031006,1,74250
19846100013,1,51160
60820220062,1,343675.8
58119820016,1,30250
72334510003,1,68300
94373320082,1,129003.51
87965400099,1,98000
96358320075,2,84600
9002720053,1,43120.01
38700610073,1,81380.7
65795720091,1,60000
90658510017,1,10880
96382810074,1,54500
5549120096,1,54450
12414520055,1,6614.25
41006530097,1,2254.55
41046620089,1,35210
42860220033,1,55000
44416530093,1,32900
53070520086,1,45287
49244720028,1,3865.46
69043120016,1,28443.68
69420020054,1,56184.83
69968620047,2,116500
82639520076,2,19360.44
18609720097,1,191850
22649110009,1,195000
23753010037,1,88513.29
26051911002,1,64000
33404320028,1,26940
46366420011,1,7500
75846320039,1,45323.4
73343820091,1,64463
91332520084,2,397750
14517010073,1,37981.4
15072320080,1,35456
33635420085,1,83831.09
48014430098,1,9287
61195530093,1,59443.15
62471820092,1,46396
57290031004,1,27150
70037821009,1,43600
84973120069,1,35845
16311620078,1,48700
39759820010,1,149650
49570610051,2,63376.75
76632221005,1,56000
94984520040,1,62985
4890620014,1,50270
31507720025,1,11077.23
36268310047,1,123422
43763310074,1,5622
54398620042,1,60950
51029750008,1,36875
55431740009,1,76699.82
67822420078,1,79656
96735520049,1,68880
1859720099,2,147286.95
46430300058,1,50000
50020521001,2,357500
76806610079,2,274655.7
77873720029,1,11365.21
81003030093,1,27000
90843720059,1,46450
87718720036,2,106197.6
47168120020,1,118250
63178510081,1,76800
82770721009,2,590078.47
94446920098,1,74538.8
96811820095,1,18748.7
4563230094,3,412898.5
22802320070,1,7334.14
25029820011,1,90000
49362220091,2,393462.7
56364420092,2,97690.02
79268621005,1,8373.55
71469620045,1,47030
74187800076,1,200000
86624120035,1,34500
94250031002,1,37290
35958720030,2,219586.08
46908810082,2,96000
65932130099,1,22454.17
73462980004,1,70464.3
643820061,1,39108.75
13422720051,1,33800
26254920021,1,62702.5
57251510053,1,4507
59838720091,1,12873
76588820018,1,20000
83758520022,1,54495
4097920097,1,100000
7088820012,1,31473
14642820091,1,42173
18456520034,1,101200
26390820092,1,13186.04
32883720074,1,25375
44981030091,1,14125
50488230090,2,109230
58260300095,2,100351.31
70050910057,1,60000
72175520043,1,96546
81308720036,1,59990
50951610053,1,58212
56610120088,2,265000
64313220090,1,65450
85701420054,1,4827.59
95491920024,1,15101.2
99072620076,1,80809
97429820013,1,29574.45
10981621005,1,55460
21990820093,1,8590
38602720076,1,35450
29975420071,1,33250
48856510043,1,40790
52048220090,1,47995
88544920090,1,74000
95641020073,1,14764.37
97421110076,1,97450
65578620043,1,180300
89914820092,2,56979.77
98049820016,1,23900
32131031006,1,5437
43876920020,1,28597
54436620087,1,10916.77
50223320058,1,100000
61983221005,2,104870
84271910066,1,36709.15
91619520057,3,3256461.5
92554210078,1,31059.37
15116250003,1,335610
46350530099,1,38890.18
82484320087,1,13195
90638720033,1,49000
91636620033,2,98563.1
95421720027,1,312000
86752420083,1,111685.21
86759710083,1,50000
6138720032,1,40000
43447720039,1,46062.32
63197720033,1,43756.01
59746520068,1,20000
72336520053,1,61385
85758800058,1,78265
1474810085,2,102825.98
3050910073,1,50000
36190820097,1,77205
36500610053,1,69990
45600720043,1,34100
74481820094,1,48155
1169520081,1,41800
15908720034,1,44359.3
39015520082,2,95048.6
27237010071,2,348854.42
41380510088,1,155283.15
65241110072,1,40000
65574530091,1,56997.03
73337620069,1,21000
98163921005,2,125150
217720092,1,38500
11106720069,1,1967.85
26698820013,1,10468.45
31213820098,1,34650
31316521007,1,400648
37726620080,1,79000
48944420064,1,69250
75645720095,1,7940
85701820090,1,70450
80288721001,2,163763.05
5667210017,2,86360.38
17302810085,1,64541.81
18552820096,1,60500
33202510085,2,101760
46906620082,1,99000
63463620060,1,29248.73
55292720090,1,50000
86338120085,1,71088.22
88212520082,1,1537.14
89620045,1,16085
8924820013,1,21200
24896120035,1,58582.75
29891420058,1,25450
73642810053,1,54000
98771521005,1,100000
14405810025,1,31900
16849410080,1,62025.37
21444910091,1,154800
39934910081,1,75000
47870310043,1,91890
47945210013,1,189653.79
63311820098,1,29440
69757810094,9,1019304
70102820097,1,42900
86842820099,1,85450
3042010091,1,8399
8113820095,1,97360
24806720097,1,13237.8
68270900026,1,60729
11018720034,1,75000
17086920027,1,83952.6
37943820097,1,2784.29
46451820095,1,7766.72
81716710072,1,300450
91048710008,1,30000
21158720035,1,47875
21191220083,1,74375
45463010087,1,17700
44638720036,1,11363.6
84845710064,1,65240
22833720050,1,3000
38518720030,1,60450
39809720094,1,22395
44569810010,1,104750
48313500068,1,429990
58810130095,1,27500
76721611005,1,25965
127900065,2,187174
33490820095,1,32185.85
41220110050,1,40947
44661220080,1,76450
51994520087,2,148900
58032900080,3,272150
99143120053,2,354566.32
1962610031,1,10257.5
23520000030,1,40000
24801420079,1,72225.83
33198210011,1,84700
37775720096,1,35980
62947310048,1,54449.24
58225610098,1,31060.84
58944120060,1,203697.12
70182820096,1,55500.01
74556221003,1,102865
2671821001,1,41040
26423520003,1,26129.06
26891530093,1,60000
37388020030,1,2260.5
63863720052,1,69250
95282620084,1,35890.65
1678920091,1,20244.5
7550910019,1,154000
7624410050,1,60000
32717420017,1,55348.8
33303010098,1,7146.06
41108720035,1,48980
65458120036,1,110180
84543810035,1,127842.32
94927720097,1,17464.93
2213720051,1,65600
6175410033,2,127112.52
13567120057,1,68030
47531310022,4,1708020.35
42957911009,2,99500
53949620061,1,60000
57386520048,1,61528.98
84596320056,4,679921.63
95725420031,1,302500
9609610037,5,217884.04
38947120025,1,148200
26752200086,1,20000
40484901003,1,70450
43800410075,1,239500
53626720092,2,510959.55
96140031000,1,74000
48809820014,2,78590
64617800094,1,22796
73335920009,1,40000
73610720045,1,140654.41
94272810066,1,35000
87047820094,1,92424
18883820090,1,49926
32758720032,1,20000
33723820062,1,73130
55235920096,1,10476.33
59918320071,1,27000
68408910084,1,140800
69586620084,1,45000
74291820093,1,11242
2093620012,1,11799
7113820066,1,86030
41011820099,2,66962.5
49831150007,1,22000
58405530095,1,50350
80870820013,1,38885
91266821005,1,5337.93
92253720058,2,153868.9
28134020087,1,149976
51175220013,1,27356
62906110090,1,150000
65630031001,1,69613.99
80082820098,1,17775
99992520086,2,75774.21
37982820065,1,25000
31285310097,1,90000
33694220040,1,52540.4
50380720039,1,62500
57859820017,1,27929
68998120057,1,60000
67860420044,1,446289.8
95161621005,1,70000
98366920029,2,84445
99112520038,1,30000
96225120088,1,70000
3384720069,1,55000
16647420061,1,54067
26349820015,1,55000
48375821000,1,67000
63938610078,1,6585
56503820062,1,13000
58902520082,1,28715.1
18070010031,1,17400
22491820093,1,27300
38841820090,1,62602
61112720052,1,260000
61331320040,1,70000
63171810014,1,30000
73659720097,1,71800
96423010090,1,31668.03
9561620016,2,390900
16414320051,1,59887.56
38326420041,1,49189.7
38606900066,1,50000
31310920023,3,118020
45629820013,2,77690
40605520048,1,30612.23
41837220014,1,597023.7
81863720051,1,43450
82020510050,1,63290
4928720038,1,40990
6208521005,1,44600
21768410026,1,128000
24459710053,1,85000
46766720099,1,80285
61577850009,1,30000
60046220070,1,40789
64289620042,1,10495
72048720034,1,55556.68
82068121003,1,36299.09
91388820019,1,33200
93335810051,1,240958.18
9761420078,1,80000
5680500086,2,439365.44
29402030092,1,32706.46
43832030093,1,55000
51232210066,1,5437
88576821003,1,137339
7341420056,1,23344.8
16715920026,1,69451.22
93947701008,1,470000
2849230090,1,12614.19
7776120060,2,115000
14642320054,1,100000
35416620019,1,27950
40765220028,1,51227
43843310082,1,11340.96
62143820018,1,58058.05
71184420082,1,71727.5
85256720090,1,42600
87350220059,1,39170
2899620046,1,37385
4202620046,1,57968.29
10047310099,1,179745
24928720036,1,6345
36881320059,2,104000
61159820018,2,140090
77665740009,2,101761.39
94539420017,1,7396.14
13545500040,1,40485
14549620044,1,104520
22951820095,1,45955.8
54762820092,1,32990
54929720094,2,58526.78
72792720059,1,32500
84133800045,1,18776.45
1006111005,1,44000
15785610029,2,881027.03
46468720031,1,55000
47132910071,1,38990
47600820094,1,34011.22
78550810016,1,73738.5
74218120090,1,67223.1
94513720011,1,25825
12205720093,2,38122.88
17687720039,1,56998
32095610026,1,241905
50893520032,1,31620
66716300051,2,793000
78399120003,1,10035.5
34842910073,1,184602
43119820014,1,25000
53272820060,1,35000
49632720054,1,30000
83849820012,1,15252.62
37222620044,1,8137.8
86366120066,1,55505
94641820092,1,4940.41
87368760002,1,5130
4843820099,1,24929
15535620013,1,121770
24809820018,1,52800
44678220060,1,12240
57100620036,1,12841.11
3166720095,1,10528.84
23720500048,1,200000
45930620029,1,76111.88
60265530095,1,26121.26
66361530092,1,5120.3
98784530090,1,13836.9
96646620080,1,54890
97570700029,40,920882.07
24178510071,1,93896
27659820015,1,56000
41098020042,1,145487.9
50019820012,1,59450
58832420042,1,62868
31194820024,1,121950
33876620088,1,85580
37322780002,2,105151.47
42594720034,1,101750
52683810057,1,60000
59575290009,1,100000
75350920022,1,134928
85017720034,1,61744
88054900054,1,250000
99601031008,1,30000
4556620086,1,185515.36
24003420082,1,50942.2
52682820069,3,135656.78
57982820063,1,28600
59296920020,1,74229.1
70367620015,1,82500
74717720031,1,40000
79980820091,1,91000
90110720043,1,558452.6
87108030097,1,60000
18259410012,1,81624
20159720091,1,85650
54987020045,2,93000
62233820097,1,38656.66
56776200045,25,7483466.24
59834060006,1,70000
68825530090,1,74450
87526900032,1,85089.9
97165120012,1,14009.4
5709620066,2,115389
41243410064,1,79000
72689320014,1,64592.15
74413820068,1,150000
97619421005,1,22850
15167010077,3,454000
8189410084,1,228494.2
16080420035,4,992267.98
25243620010,1,160000
28655910034,1,62772.61
34882820064,1,31905.61
53316720097,1,45923.5
77922210026,1,102000
71675530091,1,26090
84334820018,1,50000
1269720099,1,41000
9100921000,2,80000
9942900097,1,37004.6
19639820018,1,17841.73
24624910017,1,5437.29
69655530091,1,20450
73031020036,1,63500
6982300041,2,1039352.86
10554110040,1,175000
38937420032,1,511685.6
35758520077,1,21000
42629410096,7,262741.39
48981420039,1,50568.72
59600720040,1,55000
70105020036,3,132499.8
81043820065,1,70000
94141720052,2,350058.6
10543720054,1,87290
49545320087,1,10385.43
59953720070,1,37250
72745220086,1,18450
2131031009,1,7625
16321031007,1,42610.7
18689620044,1,8665.7
20696821007,1,41163.21
35694720095,1,43275
67889911007,1,135000
65762820096,1,11863.64
72373820098,1,63316.21
6876920028,1,36243.52
8238510090,1,80604
24780031006,1,100000
42609330099,1,65850
57708320031,1,8114.21
67942010022,1,28325
85476920094,1,78712.39
87775521009,1,17600
88928111006,1,28248.3
12037210018,1,2900277
36256520020,1,6538.02
91283720054,1,7363.64
92459320076,3,1943169.8
88608620020,1,80450
4138320056,8,1347282.51
6846920027,1,58441.25
13150420062,1,51850
24046100097,1,80231
28574121009,1,272299.99
46175520036,2,74206
51417710016,1,3888.06
56914820091,1,50780.49
5401031003,1,38500
13429520028,1,62025
38459321004,1,137959.98
27132210069,1,36025
47172820097,1,39550
43971220022,1,42000
56837120031,1,70000
24133220046,1,223750
30297320036,1,28971.08
39763820064,1,144000
69836821007,1,26450
69876620082,1,17580
77479020091,2,202220
84410620051,1,60000
82219820013,1,40953
89049900054,1,28401.83
22265530098,1,133088
32510720055,1,63000
75499620044,1,78508
73349030090,1,100600
74940820027,1,51170
98461530096,1,5237.12
27624400037,1,93663.21
61564821006,1,25972.77
55918410079,1,139307.52
98384420044,1,731239.29
7989620069,1,68909.55
10358720095,1,88815.47
12690820062,1,57956
22947520081,1,29240.01
17802820095,1,52450
27104911001,1,118000
63523720072,1,60895.05
74311820091,1,70310
74423010026,1,70000
83032520023,2,105207.73
99770720015,1,5966.6
4028520065,1,33966
15083420044,1,2409464.09
28068910099,1,88000
32725220082,1,82204.1
33341121004,1,44500
42017410028,1,60907.15
62028520052,1,99000
56836030093,1,38776.19
86134520044,1,45500
7252320061,1,26040.91
20938290000,1,34151.62
38793320058,1,48242.9
32632020014,1,93500
54640610097,3,602757.52
67383420016,1,46459.87
76504610057,1,15462.1
82530310008,1,127000
11464120012,1,148617.2
21381120040,1,64450
38889220035,1,397131
34936720094,1,45347.68
36646620086,1,41990
45635520076,1,63440
79668230097,1,94915
40365530094,1,18996
41352820011,1,28539.89
62093020011,1,39000
60457500034,1,95000
76134530091,1,45000
86142820098,1,60999.99
21006911000,1,52000
26883720073,2,95836.8
31345220035,1,184739.83
37685620075,1,23346
46963820064,1,15000
41315710040,1,32369.31
73828020041,1,24732.63
86459020072,1,293542.43
93131520044,1,64086.2
24962210056,1,24200
37554610010,6,4882067.78
45434910027,1,110089.26
