CUSTOMER_ID,no_accounts,amt_borrowed
46018520083,1,54000
58476920023,1,5795.7
66938310028,1,36960
77431620055,1,30000
74263720079,1,59950
3212720011,1,74250
26933620055,1,46631.43
28485510096,2,107450.3
32693620080,1,51647
33528710001,1,412970.73
69026720095,1,14534.62
64600720047,1,10700
29288620055,1,48829.55
36061420011,1,68900
36182620052,1,50000.02
46632720077,1,128950
52805720093,1,5681.81
47734920090,1,48000
84493720057,1,73500
99586620081,1,36949.65
4308720037,1,81350
17580600088,5,1700957.85
17692320013,1,15000
40400110010,1,14490
50364420044,1,967568.2
50592800014,1,145900
85246620088,1,12200
9768220052,1,31075
35245520047,1,100000
57529020092,2,70250
68471720072,1,40799.6
99863720073,1,6100
1501031002,1,11025.14
6164700086,6,441461.07
23371820093,1,156967
53182320054,1,13000
51062530090,1,103651.7
78073820069,1,60450
93273820069,1,60264.24
96335530096,1,38498.9
97154220018,1,28969.99
24456920020,1,5495.66
26221420047,1,89469.04
27832820095,1,24450
31814500081,1,5521.48
49545610092,2,233875
58832810075,1,22560.24
66181810070,1,102060.5
77283110087,1,64850
81622820027,1,51411.84
87847010073,1,67811
812030096,1,5000
2304410091,1,89000
38325720093,1,343406.45
43248510004,1,123820
94833820062,1,44345.03
88252620088,1,62490
99347510061,1,34606
95899320081,1,135000
97045610033,1,64150
3830710021,3,316550
15529820019,1,36651
8611921008,1,19472.88
16042310011,1,28079.3
52559810025,1,50500
66349200074,1,61365
92610820090,1,21621.77
89184620071,1,36350
98293820093,1,29010.08
96546720092,1,28665
31442520080,1,100870
36053620048,1,7486.82
37083720052,1,6554
45972810015,1,60000
54190820096,1,31295
55374530098,1,57500
64326110042,1,30950
97246620086,1,2500
2059720095,1,19854.37
7804620055,1,87450
23579220097,1,64279.24
38578820017,1,53123
41128410018,8,1104832.47
44119510061,1,126000
74421520014,1,68200
90789620048,1,71000
7804720072,1,75450
20911420039,2,819303.88
43422030090,1,95450
82507020061,1,105645.27
87222710045,1,721736.25
4604920092,1,18590
8254420060,2,1051564.06
21719800052,1,39000
28099320032,1,17490
63226820093,1,34711.5
66073720078,1,101794
84230820099,1,25000
81991320036,1,94000
11727920098,1,43302.6
23463820066,1,104280
38546720097,1,11930.64
39288620062,1,3421.5
25195620031,1,52460
25982120052,1,10200
89366920024,1,23361.23
99503820062,2,85630
29532620058,1,54466.5
35635210028,1,5036.1
54829820012,1,67840
67953820063,1,43500
72810720045,1,66115.94
85463720050,1,81050
29385710087,1,63321.64
39576920027,1,71143.2
56238320074,1,39049
83389620043,1,94300
83444710069,1,499995.18
97790520046,1,40000
5460711009,1,397761.2
27329610066,2,54000
45528720099,1,60950
56759500054,1,80000
21341710046,1,13500
29396610081,1,5983
67131110046,1,5582.26
82025710078,1,53921
3131410046,1,60308
3203320075,1,62688.22
20283720072,1,53200
53775900011,1,340225
54549820018,1,9455
64199720066,1,105350
90176620088,1,55000
98698420039,1,135000
1509720099,2,140538
2811031002,1,150000
4205720093,1,32439.99
9173720031,1,299980
12212030090,1,76729.31
18879921008,1,18860.09
79245620042,1,27945.19
19793720074,1,5400.16
40015120095,1,46508.39
69555320046,1,138600
66837720095,1,27725
76753720070,1,71709
77000720046,1,49500
17253720058,1,50000
25052820095,1,57500
40990310011,1,94874.68
52862620048,1,5204.5
81696420018,1,283152.4
4478420010,1,325187.5
6400320094,1,38006.8
15751020012,1,40000
12925200053,1,14961.24
23924920028,1,8442.5
76431010092,1,125000
73746720095,2,113766.1
99026710062,1,25000
99944020079,1,70000
15884520010,1,5437
12895360004,1,38238
16141820017,1,66650
36832420045,1,126000
59045920026,1,64070.9
60086610073,1,205081.82
94780410050,1,35700
88215420028,1,26440.11
13076420063,1,74257.72
14916700098,1,38745.06
34908120016,1,26300
47638220078,1,393690.91
85432520080,1,80575
95681720066,2,48622
9221031004,1,40012.5
50311220073,1,149000
61114910052,1,52155.49
61850520087,1,37171.2
63626520049,1,10730
77888820014,1,16500
79063720077,1,63346
79464300049,2,55200
80900060001,1,88729.3
81467720033,1,38440
89820520080,1,42499.99
98971020096,1,61050
11039310077,1,968000
12952710083,1,29241.65
23782701005,1,72873.52
24463720051,1,57798.2
28328720030,2,132951
36779620047,1,33292.45
44665530094,1,80000
75549820010,1,32460
77538620098,1,7924850.02
786920027,1,44800
8623700093,2,1029973.34
9909020055,1,78553
16367760002,1,135300
21834820016,2,37305
48322211006,1,307974.7
57339410014,1,46956.66
58552520030,2,124484.55
76752120057,1,40000
73684021001,1,42269
20050110070,1,39987.51
53415820093,1,15196.11
54647610065,1,62633
73034421003,1,20741.77
80132420034,1,70000
15711120094,1,100644.3
8984120019,1,8941.66
25038720039,1,94482
32557720036,1,43900
32777720062,1,17382.24
41069820016,2,67230
49846920027,1,130368
63341900080,1,91100
56236620081,1,48275
72173620032,1,28791
83534311002,1,20589.6
84880031008,1,265000
2383820012,1,233200
3562510022,1,75000
21062820090,1,79995
33769610079,1,71190
36988711009,9,637134.85
79853720071,1,106999
12647110030,1,120156.83
80769800050,1,53260
7964320043,1,76300
10965820020,1,40450
16657820093,1,50000
34987120099,1,41034.5
47804530099,1,53492.5
83861620072,2,113645
10703420078,1,52683
17698520083,1,1491.93
30048720039,1,68474
34923820061,1,43800
49011820028,2,209553
10836410033,1,68612.56
10856320019,1,80450
14649220080,1,131000
43673720053,1,51495
53375320069,1,84377.99
60556720032,1,37822.95
55573720054,1,30895
57081620048,1,22110
76951320086,2,813500
79994530095,1,5009.95
90309420064,1,21590.99
91691221000,1,87450.02
16050031004,1,38900
40309720096,1,28994.44
50224910017,1,253980.95
77167660006,1,48070
74619820012,1,56080
94909010091,1,60500
21368520066,1,71280
44923820095,1,22450
60866620088,1,70828.2
61312400053,1,48975.82
57777720039,1,65182
93943820069,1,47908.5
18584920091,1,14100
19659721009,1,23100
33412210064,1,94769.49
42823720055,1,55922.49
43950520085,1,121324.41
49230320023,1,148529.98
51546920028,1,171000
65881720055,1,55500
81103411002,1,44672.63
2721710087,1,264000
41527720099,1,47940
42815910094,1,304700
53227200065,2,81346
54642820098,1,52563.43
69876920026,1,33630.3
66938520076,1,11490
67655530092,1,11800
76119921000,1,48945
82816920020,1,30030
80402920021,2,127990
89163820066,1,75000
19502910004,1,26750
58135520064,2,127467.01
80566620084,1,52000
81403030092,1,45471.69
95268720038,1,66990
23562420092,1,25000
17719310043,1,84000
26333820061,1,20767.99
78748720032,1,24145
94318620074,1,32674.8
8629420017,1,102036.66
54315510033,1,64250
60729520021,1,31374
65694530096,1,93950
76696910096,1,239778
71794520021,1,30001.32
88035530094,1,11214
95921031009,1,13328.07
6936120023,1,36830.2
13188720095,1,59927.42
16175620080,1,27169
17992921005,1,12495
19936800013,1,12220.9
20235520017,1,46950
80592130097,1,48059
87853720055,2,68785
97263810041,1,84530.18
39477220041,1,54337.51
44470031009,2,69461.5
55060820025,1,77852.81
55199720096,1,129000
68458100063,1,478770.6
78014911008,1,41667.45
13282720032,1,40700
35766620086,1,57550
46621520088,1,5009.35
67306620081,1,31350
81053610061,1,105989.02
92250820096,1,129507.07
930421004,1,419488.72
23203620033,1,7137.85
15951610041,1,139180.1
26731620030,1,30000
55328110017,1,835000
65199220031,3,307653.4
66739820025,1,158882.9
2293620076,2,119930.21
11193900075,1,68308.8
13073911000,1,207718.3
77440820067,1,42833.71
97997720037,1,49923
9326720092,1,15000
19990920091,1,41627.37
40988210097,1,20000
62656920022,2,133900
77524420060,1,129450
4664810071,1,45000
15775810086,1,58990
7653420047,1,173084.17
50234920091,4,96980
59968100050,1,670256.99
77524130098,1,57552.25
82163720071,1,144218.61
98313820067,1,117579
19329820012,1,49312.05
63327620066,1,55000
56193910096,1,44500
73273820060,1,53692
82842220044,1,153000
93764120075,2,105650
8867520056,2,79746
23157920093,1,50343.03
33460820094,1,42900
43235320033,1,64990
52972900024,1,100000
50776420032,1,58000
85201110033,1,118620
87159700046,2,71443.38
5949620014,1,37403.42
6026620088,1,64592.25
10767720096,1,37047
13748720035,1,60495.01
19860620082,1,34134.1
22253720054,1,63450
26711820094,1,7970
33908620067,1,12656.14
78195720015,1,100000
86509700093,4,160764.64
90349820011,1,87281.6
2674900098,1,32000
13375420071,2,1320000
35049820018,1,3714.8
42115020058,1,166835.83
52164120062,1,34295.91
61646820023,1,150450
69874110038,3,132784.27
11943720074,1,60500
17996020044,1,7065.25
21359820016,1,12479.9
40219820018,1,168897.3
51021600072,1,43360.79
77373020042,1,75000
93769410055,1,90973.17
94366610065,1,132219.1
3634520044,1,27781
7398720092,1,10100
15263900045,1,42440
10288620047,1,57900
18073820064,1,94500
45330300048,1,55000
47284510050,1,60640
69463720050,1,66311
93120620066,1,39564.18
27793720074,1,131397.71
37352610071,1,1250664.14
48590840001,1,1290000
66278020059,2,89000
95823820063,1,16489
26053720023,1,63249.66
34825530095,1,11037.03
46815010078,1,48894.66
45004010045,1,112882.5
70108720097,1,200000
70719360000,2,421625.32
72493720075,1,67000
83665610053,1,50500
96583720075,1,54395.68
96832900086,3,363038.28
6420520034,1,63042
10143620054,1,29320
45338720039,2,151745
60602820019,1,76989
56246421000,1,110000
69981310094,1,357643
72323720064,1,49121.83
72729320028,1,43450
80171620039,2,160153
17601031006,1,313336.5
27004720072,1,66813.03
28497520021,1,67738.24
32585120062,1,45660
35963720051,1,49065
79261420075,1,49851.07
20313820067,1,150000
30207320076,1,30000
37073520049,2,105557.8
46495320084,2,163615
62685720062,1,72917
66405530095,1,45440
75219820018,2,76900
70960760000,1,17146.45
72435510061,2,173800
92046020040,1,33335
94504820096,1,33950
8649810055,1,140000
23756920028,1,29000
62038720031,1,180000
70236620058,1,118000
67809820018,1,52500
90897920099,1,27589
6212820091,1,46200
6639820015,1,12530.24
9601720039,1,62990
25713700008,1,34000
29915210072,2,69326.97
33564530091,1,53918.57
72428720036,1,112980
73331420023,1,108406
74397720015,1,55990
82538120030,1,91445
91385620089,1,65996.36
98017810059,1,447086.91
34857520043,1,30800
52811220036,1,25542.34
53839910009,1,35854.6
47723510045,1,70000
50464530099,1,107279.86
60593720074,1,35000
7790920021,1,20530
23635721006,1,90886
27174530095,1,43628
43302120016,1,39450
45116720092,1,5548.15
70059210014,1,75543.87
72934530091,1,26102
97916720095,1,62772.08
3342410089,1,49500
17872120043,1,342425
21965720015,1,12797.91
46873610055,1,73000
50894530099,1,46500
86726210082,1,153031
6473820065,1,3937.32
30799910028,1,33571.4
74382020067,1,51177.68
80203211003,1,6151.64
88399521009,2,65000
10946620082,1,92840
39132030090,1,21450
25210900008,1,50000
25869420010,1,31000
41087820028,1,50000
50247710026,1,65276.1
55516220088,1,10529.61
71667820099,1,63604
72668520076,1,45450
4051221004,1,76147.02
16108420054,1,3616.8
20850740003,1,130000
21437500086,1,12600
27866320013,1,123000
32964520023,2,419931
34316660000,1,40990
37849620048,1,48385
45190820024,1,70990
64119520022,2,131322.4
72095720096,1,21537.65
89679810037,1,159734.6
38121000,1,883621.56
29078720090,1,17800.38
31533620036,1,106150
39953820065,1,34400
40986020062,1,72000
43501031008,1,18810
77082010012,1,77750
86639820018,1,75042
88064810079,1,50450
6358010032,1,67500
11793720078,1,6057.91
23029820020,1,30440
35533410053,1,365000
37882030090,1,47300
62866620087,1,5600
56950031006,1,25450
73836410015,1,86735
83955821000,1,12633.04
2978900062,1,131450
22677610035,1,45869
31670031000,1,55000
41490960004,1,55530.01
65971510051,1,68060.71
73233720073,1,78515
80528720092,1,27500
91589030099,1,39855.41
15685560001,1,85328.3
24732030092,1,17082.24
36320320008,1,12370.82
37032910075,1,108000.01
58075720098,2,79445.64
71363530092,1,2000
92943620070,2,54197.95
636410099,1,85000
5669620044,1,6767
6742410014,3,172240
24139620040,1,52188.1
25476620089,1,42055.07
25963720079,1,398607
46425811005,2,312512.93
53440031002,1,150000
93223820060,1,26888
17007610005,1,10236.17
19968610062,1,287521.4
62548720090,1,66450
78713011009,1,388469.41
91361920095,1,18200
166410077,2,245431.98
2428720032,1,35000
19100620047,1,16578
22206510038,2,98600
33810720043,1,89349.81
43829330095,1,188916.17
57348720030,1,8830.02
77888800080,1,47095
79149620026,2,109100
4597900009,1,9945.41
14563290002,26,944366.42
27379700086,1,84413
28230411002,1,266280.4
51109120022,1,405496.1
67225410023,1,109600
78143710018,1,33416.11
87594720017,1,65030
95757620038,1,12626.83
11309121007,1,113104.7
12096620084,1,72500
40448611009,1,48000
56904720011,1,40400
18370031002,1,28369
33463820065,1,86500
35076220069,4,225086.67
61020820099,1,8920.22
55099010070,1,76000
55797520086,1,12490
58149820017,1,14465
84456611003,1,7000
94539020021,2,246003
17487620076,1,74440
41775610067,1,36000
53447720097,1,27714
79114520033,3,113939
41786920028,1,50450
50957420090,1,11236.52
52044821008,1,15215
91229820011,1,48000
96789620045,1,73375
14054620034,1,29000
21000020071,1,280725.39
23610620014,1,55162
37656920028,1,150000
41938310078,1,51561.85
51839820012,1,119000
62758820022,1,75192.87
59620110012,1,15425
83246620054,1,62262.08
94331511008,1,44876.62
5853020030,1,113300
22787410093,1,50000
17370720030,1,13750
31474910075,1,93251.7
40945520044,1,48630
57403720077,1,13738.5
78321420030,1,36940
80781020006,1,37990
87182720096,1,68500
87994900017,1,60000
15972780007,1,25334.21
18925100033,1,19429.71
57800720046,1,441123.1
72789620022,1,580333.15
87403120044,1,61500
87433820068,1,41850
21173220047,2,536700
22076700019,1,44885
47394720091,1,598950
52413820095,1,22900
59505200071,1,175000
90755940000,1,29634
5101520075,1,14506.05
19178610092,1,186300
32300330091,1,40609
57374720093,1,20000
66525810016,2,98385
80575530099,1,57800
81038720035,1,110450
81775810049,1,66485.02
91733720052,1,141754.98
92938900094,4,248592
93645420024,1,37158
11715530092,1,22100
22242720067,1,1000000
40689310098,1,42980
50987720094,1,73467.99
57702720069,1,120455.8
75411310018,1,42801
74368720032,1,39242
7739520049,1,88500
9838720096,1,50200
12721520071,1,41000
23172820090,1,27308.43
49367720095,1,81435
55136410031,1,41940
65346710082,2,186692
88516921002,1,1220.67
88833720036,1,14079
16349820016,1,11995
30106530090,1,68457.44
33411521004,1,114091.54
50560031003,1,49000
80607010072,1,93134
17859820010,1,47372.28
48419720069,1,40061
62074700062,1,54690
73601620077,1,69643.14
83474530093,1,77539
92276310019,2,123122.8
7681020059,1,38200
11217500093,1,475811.02
22744810011,1,40000
18077521002,2,83492.12
28251611003,1,74875.2
32090031009,1,33264
61396511008,1,110000
55910910036,1,180000
84400520049,1,41300
2562820093,1,45791.5
4428800082,1,16308.25
34756920021,1,131990
52938310047,2,80000
47708521002,1,84850
56708320029,3,723943.64
78383410014,1,151800
82619720097,1,84494
50330410016,1,57272.5
68268030092,1,97174
75109820017,1,84200
77664220036,1,35705.4
2287420019,1,68000
23813920092,1,52559.56
36965821002,1,69999.99
48836410029,1,220679.1
69022310056,1,54990.83
70526500046,1,66570
1639320026,1,43155
1687720032,1,150000
13056620084,1,27797
19833710082,1,189755.3
20852910061,1,50000
27037620051,1,84834.6
86913820062,1,47990
33343820060,1,32030
36064720036,1,76450
36129210097,1,91238.31
48809721008,1,26458.53
62501031001,1,126392.68
59511031008,1,36990.39
5890031003,1,39440
12501720039,1,30276
13010720047,3,187387.52
21691720076,2,260990
30233720022,1,30000
54978110022,2,93708
64061820021,1,46598.9
74814220004,1,190000
90846010095,1,17675
8372500045,1,34440
9424120058,3,253000
13222820066,1,98500
34316620084,1,81406.9
73103720075,1,56100
89088110098,1,1775770
36043820062,1,63621.82
66041320053,1,17008.47
78473820092,1,90133.03
71123520047,1,28589
96723820095,1,69990
41950031004,1,55000
43340520045,1,111012.38
62779911003,1,3804.43
90039120079,2,121600
17762410015,1,12584
36331020086,1,108732.11
42027020082,2,75000
86561810062,2,99371.25
17443910055,1,25450
19806720015,1,55850
37933820069,1,134550
24417710055,1,590003.87
25419120037,1,89650
35143720056,1,46764.3
39748720030,1,7995
65853820067,1,10604
80073960005,1,26297.64
2138110033,1,7153.77
4025600086,1,100000
12700820016,1,55190
11235210073,1,6750
12998620067,1,859430
28082110071,1,129662.86
34896220027,5,262411.54
66277710058,1,4391.75
83795530094,1,40000
27626550004,1,12365.47
50676921008,1,19728.75
60240031003,1,186030.01
69880200013,1,705879.87
73944720096,2,106845.65
80675620067,1,30450
95196010060,1,646694.5
23350020054,2,69794.04
24283720070,1,91700
25398720091,1,14520
36125420038,1,35122.73
37098821008,1,86763
42533820066,1,18491
58761820099,1,32999
94037520018,1,25990
4133720077,1,128700
47228720096,1,17624.84
50826610054,1,203500
51415210018,1,218537.5
91814000014,1,770000
87199210017,3,58470
95806520050,1,50450
8859820016,1,93695
19663720076,1,39000
26818900078,1,13939.3
30455710030,1,78451
46167920099,1,43062.45
53782820060,1,75000
48208720034,1,10344
68866620017,1,26552.44
74939820011,1,8565.35
23235530091,1,45000
27138720035,1,30445
46302020094,1,34650
94967320063,1,5622
95859520062,1,103289.66
24587230097,1,35200
52656920023,1,34000
65892420082,1,16423.2
85243720059,1,50000
4986020099,2,135810
17416120023,1,435380
39007920027,1,65699.35
31282810010,1,12646.22
33861710064,1,846353.9
35058720035,1,15252.62
61040720079,1,45155
59313820065,1,37840
71073820091,1,40000
73248910099,1,204750
84792810028,1,142890
7609520083,1,16164.54
11322620089,1,184060
12164840004,1,686711.73
23443820069,1,60210
37949910050,2,547002.25
41645720065,1,25080
51653720072,1,32000
63879720014,1,55000
70522910099,1,78298.86
86503720050,1,85727.5
92307120091,1,30000
92753720054,1,3262.64
45364510027,1,132990
61129910071,1,42300
77479620046,1,51421.54
91000720063,1,156000
16711420067,1,41588.28
22397310011,1,6370.71
25076520003,5,231694.88
40703110077,1,30886.45
70286420046,1,45900
32787620022,1,519207.59
76133310003,1,328181.13
79225910093,1,59456
81646620089,1,6595.87
9209820019,1,64064
28913820091,1,89000
36930820093,2,95900
48435030092,1,21340
87608720094,1,35000
8812900086,1,49945
8973720051,1,7238.45
16491820092,1,11516.85
35916010081,1,53793
71852500054,1,30450
86609820017,2,64607.91
79546520045,1,73450
332320043,1,16224.08
37429520040,1,7614.68
42347320025,1,139500
63212030090,1,23000
68227520052,1,21450
85343820065,1,47300
10676821000,1,24650
17781720035,1,24724.99
46143820093,1,44450
41117160009,1,117600
68084020076,1,80190
71855210087,1,23499.98
99960520073,1,57500
15339820018,1,48913
30417820095,1,86990
46243720057,1,33410
52542820016,1,28450
62894130093,1,72650
80256510015,1,6423.5
80916710013,1,132941.93
86786410094,1,70002.26
17967720092,1,47990
20214820096,1,25810.21
36148020088,1,306770
44633310089,1,125663.37
63591410092,1,155316.97
68934400068,4,188360.85
64103510073,1,92450
67724320081,1,7028.72
87013820061,1,23413.57
89298420019,1,124245
21318810073,1,24662.5
52011530095,1,46181.82
66595530095,1,20450
88502910062,1,20000
42874410014,1,170511.5
58934510030,3,693043.9
77859820015,1,55000
88099910088,1,30000
11880031000,1,15900
13280621006,1,108369
13939820020,1,161297.5
35876620087,1,100000
42703820094,1,4089.22
49253400085,1,36475
61064620048,1,18745
61920410036,1,82000
65980320073,1,68092.58
95241800046,1,92345
23541310070,1,17000
47069620046,1,20000
41340020025,1,69750
52876620081,1,14400
83223820061,1,82500
83612420029,2,250000
1093720078,1,30800
10048720030,1,33940.5
10304720073,1,60000
13263820062,1,11363.63
25379410055,1,47980
35923920024,1,32285
47436910089,1,125000
61387720094,1,15590.86
85886220074,1,70000
80585620055,1,66950
94459330097,1,39279.69
12468710030,1,189615.8
17611020095,3,183430.21
19964320025,1,27500
21259921004,1,6925
39363820065,1,60067.76
76754220051,1,14734.75
74986920023,1,57250
84651550007,2,55900
92958710095,1,43940
93273090000,2,1504046.33
87566220066,1,164375
3809510068,1,97954.62
10824220099,1,24859
38838221003,1,40450
24089620041,1,54333
31740520062,1,5585
37095020053,1,105093.36
52073720070,1,110000
58749220031,1,4095.8
59888020077,1,55908
69077710073,3,533260.79
88099110013,1,963189.61
99904720070,1,29866.93
11583020073,1,84500
66265610084,1,68230
74259820018,1,49566.89
27296720030,1,42059.73
54612310054,1,99000
50081500095,1,43371.5
743110040,1,86277
45886610084,1,160000
44109621008,1,15539.91
52743720070,1,23760
56360820099,1,63000
99688810089,1,141950.7
612430095,1,175450
1766920024,2,91676
5097720030,1,57530
39524900067,1,29060
76486721000,1,32290
76771420012,1,145000
78172620089,1,52514.25
73432310018,1,45000
80983710064,1,86000
88161020079,1,135880
98601031003,1,51320
4041620044,1,45874.82
22543720079,1,29384.93
38746620082,1,41357
29138720034,1,35000
37274221002,1,42228
39933720059,1,48990
55746230097,1,25000
67546420046,1,68441
77810720048,1,9000
73169620042,1,35747.85
80619220050,1,244850
92862820097,1,39500
937720090,1,100000
12725530090,1,176000
26903820064,1,237869.87
28902020048,1,235400
54228720032,1,29817.7
52615530096,1,55000
58451410094,4,589962.93
67312030096,1,28000
74236920024,1,30000
33338921000,1,51408.99
35557520011,1,5437
45224920091,1,20450
44615530096,1,5034.32
63458620015,3,432000.84
86573910087,1,6107.81
11395720064,1,5065.23
27411110044,1,5437
53053820060,1,17000
54710420046,1,125450
49886120075,1,13796.2
85221031009,1,24640
99306521004,1,629100
18959120008,6,242347.78
40853720073,1,81872.68
75228720035,1,7750
78790820061,1,12123.25
4191220054,1,300063.06
21980620012,1,50195
31422420023,2,329946
72468750002,2,97010
39311020090,1,31439.06
35028720093,1,54881.05
84256620087,1,47013.78
80490031004,1,70000
5914100019,1,320000
63341810042,1,120725
58361010097,1,518536
86986620088,1,27500
27275711004,1,5585
27359220069,1,138650
28520800057,1,59900
48006320083,1,32989
60976920022,1,29813.6
63558010011,1,73274.11
57012330098,1,126000
72604820096,1,27803.7
17386221009,1,62513.58
42553710083,1,70900
57817520059,1,54350
59710720076,1,47487
77520621009,2,65000
90784530094,1,120000
92005620007,1,84013.5
1598020018,1,61625
12233110030,1,75000
21081520093,1,33380
32813820061,1,44392.4
49532720030,2,63595.54
63970720058,1,43499.99
65700720049,1,45456
1121720033,1,71564
3140700061,1,11323.18
3954620044,1,72328.17
28742820096,1,3921.57
47416220080,1,4276
53738620029,1,520600
59629020064,1,46016.2
78152320038,1,41802.34
79062620066,1,67804.28
70939411009,1,31542.2
9230031006,2,80000
35757510096,2,145810
41858720034,1,107930.7
60242910028,1,155040.81
80567420017,1,76025.5
1100420015,1,60000
1754320013,1,175813.3
35586620089,1,254311.49
43374521003,1,48340
48096420087,1,100000
57949510098,1,5000
83937720011,1,38450
84108710056,1,45000
84392820091,1,50000
2642110059,1,798681.55
14086800080,1,31779.22
21186550002,1,23073.12
22648720067,1,44443.7
26535530097,1,30860
60133720057,1,140800
96281720053,1,77450
13412720031,1,121100
19966100042,1,125188.42
61529820024,1,41480
64392620032,1,110000
74590031000,1,52910.01
83859220010,1,51248.14
5632030091,1,97700.7
52996720095,1,100000
50816320037,1,51000
55659620046,1,92895
56965920025,1,6336.83
96049820025,1,39000
25120820098,1,687626.42
41149720090,1,39000
60613720072,1,98202.99
78515620030,1,20200
83978720093,1,40450
91362900088,1,54816
89251210065,1,48988
95792520040,1,84249.13
15182720093,2,38716.93
15404820090,2,71147.91
37279620045,1,20450
37513820097,1,49000
62236710061,1,88428
68494920093,1,47100
72922200095,2,97000
74934720097,1,125030
82837720095,2,127470.48
96706950007,1,3500000
5901620058,1,256080
12894530091,1,65450
22286720093,1,24000
50873720053,1,42500
72321620019,1,56000
83839820019,1,44978.16
80849660000,1,33641.63
87049820012,1,66562.8
25391510083,1,125131.43
36640310087,1,47900
37410020089,1,60000
64391150008,1,40000
79616120056,1,42500
99136610097,1,25006.8
5302810095,1,35390
5476620080,1,63568.24
23573720058,1,38830
17469620048,1,97900
20533620083,1,21136.36
30049820015,1,6631
46184821009,1,37640.79
70582320058,1,77603.98
65739720011,1,49719
66996920027,1,89000
22876620084,1,45907.5
20962530094,1,57826.6
27646120060,1,66600
52380031005,1,46450
11096220086,1,60000
11431740004,1,46450
14795530095,1,74500
24495511000,1,21750
26428721007,1,6048.97
36844521003,1,17950
54330031006,1,34980
58782020015,1,24438
73247010072,1,50000
1333820060,1,33000
7133920099,1,48225
7660031007,1,40000
17644210039,1,174870.97
29420820098,1,10510.86
45615910042,1,68990
46400921005,1,31500
61739620063,1,34450
75342411009,2,66893.55
11472620033,1,49604.99
28254620052,1,65655.57
45737720036,1,67487
53102420056,1,42253
54317510096,1,35030
68985310054,1,32799.2
67083200038,2,109709
89466920021,1,17890.62
5103820063,1,75625
20096920028,1,47170
51330130094,1,77990
68085720066,1,45000
76075720097,1,80190
86119420053,1,80300
27937400089,1,29000
36273820068,1,85240
43220520067,1,42242.01
51875020004,1,73959.6
96199610058,1,30000
2912210069,1,26929
6247310075,1,72500
33430110091,1,62000
62631520022,1,200000
55713820066,1,23100
56306100074,2,172243.01
58913720063,1,44490
60164120054,1,89800
64226420078,1,32462.86
78195530094,1,15495
80955610066,1,49400
95305530090,1,48880
4005530092,1,109560
23543620021,1,207152
38865920029,1,46495
32530020064,1,26929
46953720078,1,49069
47362800011,1,379021.5
41532720050,1,4294.95
62846220094,1,76069.29
69216620087,1,118700.6
77786411009,2,564697
75056620088,1,47488
83739910033,1,9157
25302921009,1,160600
44123820062,1,77150
54176920023,1,57586
71396010069,1,33275
81411030092,1,62500
98902800048,1,30000
4732820096,2,35555
17721031000,1,31900
25482410096,1,89624
33108200072,1,45910
35910610078,1,69002
54822000011,1,52815.17
93484820018,1,9977.27
48224420066,1,60975.34
55330820093,1,260493.6
76535720099,1,127300
77708710038,1,54720
85925900049,1,276430
80424020091,1,68247.26
10818620045,4,128597.09
39293620059,1,55450
25654921002,1,337150
28087820013,1,108842.53
36195530099,1,6454
42670031004,1,6636.15
33320019,1,55520
2732820097,1,45170
51429210043,1,78600
77436620089,1,22444.5
85928720035,1,25440
38987120097,1,110000
68176220067,1,126521.38
68587720031,1,58100
65074520065,1,48990
84203820093,1,30450
87410910044,1,73000
5119210040,2,155753
11872230093,1,28397.5
22420720052,1,8521.7
38684910067,2,37880
35286620060,1,60450
45518720036,1,45056
54080020047,1,62540
59393720071,1,54570
92301031004,1,75683.38
92970910073,1,50450
94950200014,1,150000
10306920028,1,4407.9
23456920026,1,3119.94
29373720077,1,120450
40413400068,1,23001
62489010071,1,40000
59123820099,1,55000
77150800092,1,44834.38
74237420080,1,49500
82000720050,1,75450
94771420011,1,34950
89453820064,1,13690.25
10887720090,1,38992.79
59743910079,1,1455252.7
70470031008,1,14289
78120720045,1,46812.11
82666920024,1,3640
99547840006,1,41750
28245320023,1,67500
36992820099,1,61500
52653500082,1,34429
67483910039,3,201863.23
89763720018,1,9260.9
662610043,1,24450
6714810053,1,31370.9
13048520059,1,5010.24
56602210067,1,66822
64246010041,1,95450
95842120046,1,192445
61019820016,1,91810.7
59290900088,1,23859
78094610052,1,31923
6360621000,1,96095.8
45663820068,1,54950
51915710051,1,92341.5
66462620046,1,55000
75153720056,1,48350
89966920028,1,134616.21
95659620042,1,40349.19
49514710074,1,150000
64593620039,1,50048.97
76998910083,1,52965
74086920028,1,50000
86027900017,1,44654
17383720056,1,15350.32
66419820018,1,80651.9
93025320065,1,84339
88264620069,1,372727.27
97951420039,1,66000
9783820099,1,48201.04
23195620083,1,93995
27691620013,1,145450
29944620046,1,57892
31576910033,1,81813.58
40783820094,1,29890
52214020087,1,55000
61729620043,1,41000
68346810044,1,19830.15
66676620084,1,10079.66
88529520048,1,45950
22457520070,2,145001.85
36133820015,1,51555.02
44553820062,1,200000
72687720030,1,98890.01
90151320089,1,152374
87356620088,1,45907.01
1718810090,1,40000
2074020062,1,306623.61
7727020071,1,87734.22
10418620070,1,70000
11332820025,1,266260
26749720099,1,35950
35205720095,1,24588.72
45900900046,1,61300.8
49685520048,1,41945
51315920020,5,111917.86
68518821007,1,194868.3
66420031008,2,60705.5
20877920098,1,27484
