Index1,Index2,Active Index,Active,From Account,From Account Principal Name,From Centre,From Centre Principal Name,From Product,From Product Principal Name,From Scenario,To Account,To Account Principal Name,To Centre,To Centre Principal Name,To Product,To Product Principal Name,To Scenario,Weight,ErrorValidation,ErrorValidationCount
I-1181,L-0001,1.00,1.00,,,,,,,,LTDEP2 - Tailored deposits-NIB,LTDEP2,505073 - CML WA Industry HO,505073,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,1.0000,,0.00
I-1181,L-0002,1.00,1.00,,,,,,,,LTDEP2 - Tailored deposits-NIB,LTDEP2,MISG1106 - STG WA Industry,MISG1106,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,-1.0000,"To Centre: ""MISG1106 - STG WA Industry"" ValidCode - Invalid Desc",2.00
I-1182,L-0000,0.00,1.00,INETII - Net interest income,INETII,MI849666 - STG WA Specialised Sales,MI849666,TPROD - Total Product for TPROD Hierarchy,TPROD,Reportable Actual ex Journal 1,,,,,,,,0.0000,"From Centre: ""MI849666 - STG WA Specialised Sales"" ValidCode - Invalid Desc",2.00
I-1182,L-0001,1.00,1.00,,,,,,,,INETII - Net interest income,INETII,505073 - CML WA Industry HO,505073,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,1.0000,,0.00
I-1182,L-0002,1.00,1.00,,,,,,,,INETII - Net interest income,INETII,MI849666 - STG WA Specialised Sales,MI849666,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,-1.0000,"To Centre: ""MI849666 - STG WA Specialised Sales"" ValidCode - Invalid Desc",2.00
I-1183,L-0000,0.00,1.00,NOINTE - Non-interest income,NOINTE,MI849666 - STG WA Specialised Sales,MI849666,TPROD - Total Product for TPROD Hierarchy,TPROD,Reportable Actual ex Journal 1,,,,,,,,0.0000,"From Centre: ""MI849666 - STG WA Specialised Sales"" ValidCode - Invalid Desc",2.00
I-1183,L-0001,1.00,1.00,,,,,,,,NOINTE - Non-interest income,NOINTE,505073 - CML WA Industry HO,505073,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,1.0000,,0.00
I-1183,L-0002,1.00,1.00,,,,,,,,NOINTE - Non-interest income,NOINTE,MI849666 - STG WA Specialised Sales,MI849666,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,-1.0000,"To Centre: ""MI849666 - STG WA Specialised Sales"" ValidCode - Invalid Desc",2.00
I-1184,L-0000,0.00,1.00,XDIREX - Direct expenses,XDIREX,MI849666 - STG WA Specialised Sales,MI849666,TPROD - Total Product for TPROD Hierarchy,TPROD,Reportable Actual ex Journal 1,,,,,,,,0.0000,"From Centre: ""MI849666 - STG WA Specialised Sales"" ValidCode - Invalid Desc",2.00
I-1184,L-0001,1.00,1.00,,,,,,,,XDIREX - Direct expenses,XDIREX,505073 - CML WA Industry HO,505073,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,1.0000,,0.00
I-1184,L-0002,1.00,1.00,,,,,,,,XDIREX - Direct expenses,XDIREX,MI849666 - STG WA Specialised Sales,MI849666,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,-1.0000,"To Centre: ""MI849666 - STG WA Specialised Sales"" ValidCode - Invalid Desc",2.00
I-1185,L-0000,0.00,1.00,XDAEXP - Net allocated expenses,XDAEXP,MI849666 - STG WA Specialised Sales,MI849666,TPROD - Total Product for TPROD Hierarchy,TPROD,Reportable Actual ex Journal 1,,,,,,,,0.0000,"From Centre: ""MI849666 - STG WA Specialised Sales"" ValidCode - Invalid Desc",2.00
I-1185,L-0001,1.00,1.00,,,,,,,,XDAEXP - Net allocated expenses,XDAEXP,505073 - CML WA Industry HO,505073,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,1.0000,,0.00
I-1185,L-0002,1.00,1.00,,,,,,,,XDAEXP - Net allocated expenses,XDAEXP,MI849666 - STG WA Specialised Sales,MI849666,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,-1.0000,"To Centre: ""MI849666 - STG WA Specialised Sales"" ValidCode - Invalid Desc",2.00
I-1186,L-0000,0.00,1.00,SIMPLO - Impairment charges on loans,SIMPLO,MI849666 - STG WA Specialised Sales,MI849666,TPROD - Total Product for TPROD Hierarchy,TPROD,Reportable Actual ex Journal 1,,,,,,,,0.0000,"From Centre: ""MI849666 - STG WA Specialised Sales"" ValidCode - Invalid Desc",2.00
I-1186,L-0001,1.00,1.00,,,,,,,,SIMPLO - Impairment charges on loans,SIMPLO,505073 - CML WA Industry HO,505073,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,1.0000,,0.00
I-1186,L-0002,1.00,1.00,,,,,,,,SIMPLO - Impairment charges on loans,SIMPLO,MI849666 - STG WA Specialised Sales,MI849666,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,-1.0000,"To Centre: ""MI849666 - STG WA Specialised Sales"" ValidCode - Invalid Desc",2.00
I-1187,L-0000,0.00,1.00,ZFTEPD - Paid FTE,ZFTEPD,MI849666 - STG WA Specialised Sales,MI849666,TPROD - Total Product for TPROD Hierarchy,TPROD,Reportable Actual ex Journal 1,,,,,,,,0.0000,"From Centre: ""MI849666 - STG WA Specialised Sales"" ValidCode - Invalid Desc",2.00
I-1187,L-0001,1.00,1.00,,,,,,,,ZFTEPD - Paid FTE,ZFTEPD,505073 - CML WA Industry HO,505073,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,1.0000,,0.00
I-1187,L-0002,1.00,1.00,,,,,,,,ZFTEPD - Paid FTE,ZFTEPD,MI849666 - STG WA Specialised Sales,MI849666,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,-1.0000,"To Centre: ""MI849666 - STG WA Specialised Sales"" ValidCode - Invalid Desc",2.00
I-1188,L-0000,0.00,1.00,E9ALL2 - Allocation capital -NIB,E9ALL2,MI849666 - STG WA Specialised Sales,MI849666,TPROD - Total Product for TPROD Hierarchy,TPROD,Reportable Actual ex Journal 1,,,,,,,,0.0000,"From Centre: ""MI849666 - STG WA Specialised Sales"" ValidCode - Invalid Desc",2.00
I-1188,L-0001,1.00,1.00,,,,,,,,E9ALL2 - Allocation capital -NIB,E9ALL2,505073 - CML WA Industry HO,505073,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,1.0000,,0.00
I-1188,L-0002,1.00,1.00,,,,,,,,E9ALL2 - Allocation capital -NIB,E9ALL2,MI849666 - STG WA Specialised Sales,MI849666,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,-1.0000,"To Centre: ""MI849666 - STG WA Specialised Sales"" ValidCode - Invalid Desc",2.00
I-1189,L-0000,0.00,1.00,ALOAN1 - Loans and acceptances - IB,ALOAN1,MI849666 - STG WA Specialised Sales,MI849666,TPROD - Total Product for TPROD Hierarchy,TPROD,Reportable Actual ex Journal 1,,,,,,,,0.0000,"From Centre: ""MI849666 - STG WA Specialised Sales"" ValidCode - Invalid Desc",2.00
I-1189,L-0001,1.00,1.00,,,,,,,,ALOAN1 - Loans and acceptances - IB,ALOAN1,505073 - CML WA Industry HO,505073,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,1.0000,,0.00
I-1189,L-0002,1.00,1.00,,,,,,,,ALOAN1 - Loans and acceptances - IB,ALOAN1,MI849666 - STG WA Specialised Sales,MI849666,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,-1.0000,"To Centre: ""MI849666 - STG WA Specialised Sales"" ValidCode - Invalid Desc",2.00
I-1190,L-0000,0.00,1.00,ALOAN2 - Loans and acceptances -NIB,ALOAN2,MI849666 - STG WA Specialised Sales,MI849666,TPROD - Total Product for TPROD Hierarchy,TPROD,Reportable Actual ex Journal 1,,,,,,,,0.0000,"From Centre: ""MI849666 - STG WA Specialised Sales"" ValidCode - Invalid Desc",2.00
I-1190,L-0001,1.00,1.00,,,,,,,,ALOAN2 - Loans and acceptances -NIB,ALOAN2,505073 - CML WA Industry HO,505073,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,1.0000,,0.00
I-1190,L-0002,1.00,1.00,,,,,,,,ALOAN2 - Loans and acceptances -NIB,ALOAN2,MI849666 - STG WA Specialised Sales,MI849666,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,-1.0000,"To Centre: ""MI849666 - STG WA Specialised Sales"" ValidCode - Invalid Desc",2.00
I-1191,L-0000,0.00,1.00,ALPRO1 - Provisions on loans,ALPRO1,MI849666 - STG WA Specialised Sales,MI849666,TPROD - Total Product for TPROD Hierarchy,TPROD,Reportable Actual ex Journal 1,,,,,,,,0.0000,"From Centre: ""MI849666 - STG WA Specialised Sales"" ValidCode - Invalid Desc",2.00
I-1191,L-0001,1.00,1.00,,,,,,,,ALPRO1 - Provisions on loans,ALPRO1,505073 - CML WA Industry HO,505073,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,1.0000,,0.00
I-1191,L-0002,1.00,1.00,,,,,,,,ALPRO1 - Provisions on loans,ALPRO1,MI849666 - STG WA Specialised Sales,MI849666,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,-1.0000,"To Centre: ""MI849666 - STG WA Specialised Sales"" ValidCode - Invalid Desc",2.00
I-1192,L-0000,0.00,1.00,LCERD1 - Certificates of deposit liability - IB,LCERD1,MI849666 - STG WA Specialised Sales,MI849666,TPROD - Total Product for TPROD Hierarchy,TPROD,Reportable Actual ex Journal 1,,,,,,,,0.0000,"From Centre: ""MI849666 - STG WA Specialised Sales"" ValidCode - Invalid Desc",2.00
I-1192,L-0001,1.00,1.00,,,,,,,,LCERD1 - Certificates of deposit liability - IB,LCERD1,505073 - CML WA Industry HO,505073,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,1.0000,,0.00
I-1192,L-0002,1.00,1.00,,,,,,,,LCERD1 - Certificates of deposit liability - IB,LCERD1,MI849666 - STG WA Specialised Sales,MI849666,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,-1.0000,"To Centre: ""MI849666 - STG WA Specialised Sales"" ValidCode - Invalid Desc",2.00
I-1193,L-0000,0.00,1.00,LCERD3 - Tailored Deposits and public borrowings - IB,LCERD3,MI849666 - STG WA Specialised Sales,MI849666,TPROD - Total Product for TPROD Hierarchy,TPROD,Reportable Actual ex Journal 1,,,,,,,,0.0000,"From Centre: ""MI849666 - STG WA Specialised Sales"" ValidCode - Invalid Desc",2.00
I-1193,L-0001,1.00,1.00,,,,,,,,LCERD3 - Tailored Deposits and public borrowings - IB,LCERD3,505073 - CML WA Industry HO,505073,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,1.0000,,0.00
I-1193,L-0002,1.00,1.00,,,,,,,,LCERD3 - Tailored Deposits and public borrowings - IB,LCERD3,MI849666 - STG WA Specialised Sales,MI849666,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,-1.0000,"To Centre: ""MI849666 - STG WA Specialised Sales"" ValidCode - Invalid Desc",2.00
I-1194,L-0000,0.00,1.00,LCUSD1 - Deposits and public borrowings - IB,LCUSD1,MI849666 - STG WA Specialised Sales,MI849666,TPROD - Total Product for TPROD Hierarchy,TPROD,Reportable Actual ex Journal 1,,,,,,,,0.0000,"From Centre: ""MI849666 - STG WA Specialised Sales"" ValidCode - Invalid Desc",2.00
I-1194,L-0001,1.00,1.00,,,,,,,,LCUSD1 - Deposits and public borrowings - IB,LCUSD1,505073 - CML WA Industry HO,505073,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,1.0000,,0.00
I-1194,L-0002,1.00,1.00,,,,,,,,LCUSD1 - Deposits and public borrowings - IB,LCUSD1,MI849666 - STG WA Specialised Sales,MI849666,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,-1.0000,"To Centre: ""MI849666 - STG WA Specialised Sales"" ValidCode - Invalid Desc",2.00
I-1195,L-0000,0.00,1.00,LCUSD2 - Deposits and public borrowings -NIB,LCUSD2,MI849666 - STG WA Specialised Sales,MI849666,TPROD - Total Product for TPROD Hierarchy,TPROD,Reportable Actual ex Journal 1,,,,,,,,0.0000,"From Centre: ""MI849666 - STG WA Specialised Sales"" ValidCode - Invalid Desc",2.00
I-1195,L-0001,1.00,1.00,,,,,,,,LCUSD2 - Deposits and public borrowings -NIB,LCUSD2,505073 - CML WA Industry HO,505073,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,1.0000,,0.00
I-1195,L-0002,1.00,1.00,,,,,,,,LCUSD2 - Deposits and public borrowings -NIB,LCUSD2,MI849666 - STG WA Specialised Sales,MI849666,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,-1.0000,"To Centre: ""MI849666 - STG WA Specialised Sales"" ValidCode - Invalid Desc",2.00
I-1196,L-0000,0.00,1.00,LTDEP2 - Tailored deposits-NIB,LTDEP2,MI849666 - STG WA Specialised Sales,MI849666,TPROD - Total Product for TPROD Hierarchy,TPROD,Reportable Actual ex Journal 1,,,,,,,,0.0000,"From Centre: ""MI849666 - STG WA Specialised Sales"" ValidCode - Invalid Desc",2.00
I-1196,L-0001,1.00,1.00,,,,,,,,LTDEP2 - Tailored deposits-NIB,LTDEP2,505073 - CML WA Industry HO,505073,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,1.0000,,0.00
I-1196,L-0002,1.00,1.00,,,,,,,,LTDEP2 - Tailored deposits-NIB,LTDEP2,MI849666 - STG WA Specialised Sales,MI849666,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,-1.0000,"To Centre: ""MI849666 - STG WA Specialised Sales"" ValidCode - Invalid Desc",2.00
I-1197,L-0000,0.00,1.00,INETII - Net interest income,INETII,MICB6000 - STG WA RM SME,MICB6000,TPROD - Total Product for TPROD Hierarchy,TPROD,Reportable Actual ex Journal 1,,,,,,,,0.0000,,0.00
I-1197,L-0001,1.00,1.00,,,,,,,,INETII - Net interest income,INETII,530362 - SME WA SG 001,530362,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,1.0000,"To Centre: ""530362 - SME WA SG 001"" ValidCode - Invalid Desc",2.00
I-1197,L-0002,1.00,1.00,,,,,,,,INETII - Net interest income,INETII,MICB6000 - STG WA RM SME,MICB6000,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,-1.0000,,0.00
I-1198,L-0000,0.00,1.00,NOINTE - Non-interest income,NOINTE,MICB6000 - STG WA RM SME,MICB6000,TPROD - Total Product for TPROD Hierarchy,TPROD,Reportable Actual ex Journal 1,,,,,,,,0.0000,,0.00
I-1198,L-0001,1.00,1.00,,,,,,,,NOINTE - Non-interest income,NOINTE,530362 - SME WA SG 001,530362,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,1.0000,"To Centre: ""530362 - SME WA SG 001"" ValidCode - Invalid Desc",2.00
I-1198,L-0002,1.00,1.00,,,,,,,,NOINTE - Non-interest income,NOINTE,MICB6000 - STG WA RM SME,MICB6000,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,-1.0000,,0.00
I-1199,L-0000,0.00,1.00,XDIREX - Direct expenses,XDIREX,MICB6000 - STG WA RM SME,MICB6000,TPROD - Total Product for TPROD Hierarchy,TPROD,Reportable Actual ex Journal 1,,,,,,,,0.0000,,0.00
I-1199,L-0001,1.00,1.00,,,,,,,,XDIREX - Direct expenses,XDIREX,530362 - SME WA SG 001,530362,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,1.0000,"To Centre: ""530362 - SME WA SG 001"" ValidCode - Invalid Desc",2.00
I-1199,L-0002,1.00,1.00,,,,,,,,XDIREX - Direct expenses,XDIREX,MICB6000 - STG WA RM SME,MICB6000,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,-1.0000,,0.00
I-1200,L-0000,0.00,1.00,XDAEXP - Net allocated expenses,XDAEXP,MICB6000 - STG WA RM SME,MICB6000,TPROD - Total Product for TPROD Hierarchy,TPROD,Reportable Actual ex Journal 1,,,,,,,,0.0000,,0.00
I-1200,L-0001,1.00,1.00,,,,,,,,XDAEXP - Net allocated expenses,XDAEXP,530362 - SME WA SG 001,530362,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,1.0000,"To Centre: ""530362 - SME WA SG 001"" ValidCode - Invalid Desc",2.00
I-1200,L-0002,1.00,1.00,,,,,,,,XDAEXP - Net allocated expenses,XDAEXP,MICB6000 - STG WA RM SME,MICB6000,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,-1.0000,,0.00
I-1201,L-0000,0.00,1.00,SIMPLO - Impairment charges on loans,SIMPLO,MICB6000 - STG WA RM SME,MICB6000,TPROD - Total Product for TPROD Hierarchy,TPROD,Reportable Actual ex Journal 1,,,,,,,,0.0000,,0.00
I-1201,L-0001,1.00,1.00,,,,,,,,SIMPLO - Impairment charges on loans,SIMPLO,530362 - SME WA SG 001,530362,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,1.0000,"To Centre: ""530362 - SME WA SG 001"" ValidCode - Invalid Desc",2.00
I-1201,L-0002,1.00,1.00,,,,,,,,SIMPLO - Impairment charges on loans,SIMPLO,MICB6000 - STG WA RM SME,MICB6000,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,-1.0000,,0.00
I-1202,L-0000,0.00,1.00,ZFTEPD - Paid FTE,ZFTEPD,MICB6000 - STG WA RM SME,MICB6000,TPROD - Total Product for TPROD Hierarchy,TPROD,Reportable Actual ex Journal 1,,,,,,,,0.0000,,0.00
I-1202,L-0001,1.00,1.00,,,,,,,,ZFTEPD - Paid FTE,ZFTEPD,530362 - SME WA SG 001,530362,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,1.0000,"To Centre: ""530362 - SME WA SG 001"" ValidCode - Invalid Desc",2.00
I-1202,L-0002,1.00,1.00,,,,,,,,ZFTEPD - Paid FTE,ZFTEPD,MICB6000 - STG WA RM SME,MICB6000,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,-1.0000,,0.00
I-1203,L-0000,0.00,1.00,E9ALL2 - Allocation capital -NIB,E9ALL2,MICB6000 - STG WA RM SME,MICB6000,TPROD - Total Product for TPROD Hierarchy,TPROD,Reportable Actual ex Journal 1,,,,,,,,0.0000,,0.00
I-1203,L-0001,1.00,1.00,,,,,,,,E9ALL2 - Allocation capital -NIB,E9ALL2,530362 - SME WA SG 001,530362,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,1.0000,"To Centre: ""530362 - SME WA SG 001"" ValidCode - Invalid Desc",2.00
I-1203,L-0002,1.00,1.00,,,,,,,,E9ALL2 - Allocation capital -NIB,E9ALL2,MICB6000 - STG WA RM SME,MICB6000,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,-1.0000,,0.00
I-1204,L-0000,0.00,1.00,ALOAN1 - Loans and acceptances - IB,ALOAN1,MICB6000 - STG WA RM SME,MICB6000,TPROD - Total Product for TPROD Hierarchy,TPROD,Reportable Actual ex Journal 1,,,,,,,,0.0000,,0.00
I-1204,L-0001,1.00,1.00,,,,,,,,ALOAN1 - Loans and acceptances - IB,ALOAN1,530362 - SME WA SG 001,530362,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,1.0000,"To Centre: ""530362 - SME WA SG 001"" ValidCode - Invalid Desc",2.00
I-1204,L-0002,1.00,1.00,,,,,,,,ALOAN1 - Loans and acceptances - IB,ALOAN1,MICB6000 - STG WA RM SME,MICB6000,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,-1.0000,,0.00
I-1205,L-0000,0.00,1.00,ALOAN2 - Loans and acceptances -NIB,ALOAN2,MICB6000 - STG WA RM SME,MICB6000,TPROD - Total Product for TPROD Hierarchy,TPROD,Reportable Actual ex Journal 1,,,,,,,,0.0000,,0.00
I-1205,L-0001,1.00,1.00,,,,,,,,ALOAN2 - Loans and acceptances -NIB,ALOAN2,530362 - SME WA SG 001,530362,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,1.0000,"To Centre: ""530362 - SME WA SG 001"" ValidCode - Invalid Desc",2.00
I-1205,L-0002,1.00,1.00,,,,,,,,ALOAN2 - Loans and acceptances -NIB,ALOAN2,MICB6000 - STG WA RM SME,MICB6000,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,-1.0000,,0.00
I-1206,L-0000,0.00,1.00,ALPRO1 - Provisions on loans,ALPRO1,MICB6000 - STG WA RM SME,MICB6000,TPROD - Total Product for TPROD Hierarchy,TPROD,Reportable Actual ex Journal 1,,,,,,,,0.0000,,0.00
I-1206,L-0001,1.00,1.00,,,,,,,,ALPRO1 - Provisions on loans,ALPRO1,530362 - SME WA SG 001,530362,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,1.0000,"To Centre: ""530362 - SME WA SG 001"" ValidCode - Invalid Desc",2.00
I-1206,L-0002,1.00,1.00,,,,,,,,ALPRO1 - Provisions on loans,ALPRO1,MICB6000 - STG WA RM SME,MICB6000,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,-1.0000,,0.00
I-1207,L-0000,0.00,1.00,LCERD1 - Certificates of deposit liability - IB,LCERD1,MICB6000 - STG WA RM SME,MICB6000,TPROD - Total Product for TPROD Hierarchy,TPROD,Reportable Actual ex Journal 1,,,,,,,,0.0000,,0.00
I-1207,L-0001,1.00,1.00,,,,,,,,LCERD1 - Certificates of deposit liability - IB,LCERD1,530362 - SME WA SG 001,530362,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,1.0000,"To Centre: ""530362 - SME WA SG 001"" ValidCode - Invalid Desc",2.00
I-1207,L-0002,1.00,1.00,,,,,,,,LCERD1 - Certificates of deposit liability - IB,LCERD1,MICB6000 - STG WA RM SME,MICB6000,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,-1.0000,,0.00
I-1208,L-0000,0.00,1.00,LCERD3 - Tailored Deposits and public borrowings - IB,LCERD3,MICB6000 - STG WA RM SME,MICB6000,TPROD - Total Product for TPROD Hierarchy,TPROD,Reportable Actual ex Journal 1,,,,,,,,0.0000,,0.00
I-1208,L-0001,1.00,1.00,,,,,,,,LCERD3 - Tailored Deposits and public borrowings - IB,LCERD3,530362 - SME WA SG 001,530362,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,1.0000,"To Centre: ""530362 - SME WA SG 001"" ValidCode - Invalid Desc",2.00
I-1208,L-0002,1.00,1.00,,,,,,,,LCERD3 - Tailored Deposits and public borrowings - IB,LCERD3,MICB6000 - STG WA RM SME,MICB6000,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,-1.0000,,0.00
I-1209,L-0000,0.00,1.00,LCUSD1 - Deposits and public borrowings - IB,LCUSD1,MICB6000 - STG WA RM SME,MICB6000,TPROD - Total Product for TPROD Hierarchy,TPROD,Reportable Actual ex Journal 1,,,,,,,,0.0000,,0.00
I-1209,L-0001,1.00,1.00,,,,,,,,LCUSD1 - Deposits and public borrowings - IB,LCUSD1,530362 - SME WA SG 001,530362,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,1.0000,"To Centre: ""530362 - SME WA SG 001"" ValidCode - Invalid Desc",2.00
I-1209,L-0002,1.00,1.00,,,,,,,,LCUSD1 - Deposits and public borrowings - IB,LCUSD1,MICB6000 - STG WA RM SME,MICB6000,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,-1.0000,,0.00
I-1210,L-0000,0.00,1.00,LCUSD2 - Deposits and public borrowings -NIB,LCUSD2,MICB6000 - STG WA RM SME,MICB6000,TPROD - Total Product for TPROD Hierarchy,TPROD,Reportable Actual ex Journal 1,,,,,,,,0.0000,,0.00
I-1210,L-0001,1.00,1.00,,,,,,,,LCUSD2 - Deposits and public borrowings -NIB,LCUSD2,530362 - SME WA SG 001,530362,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,1.0000,"To Centre: ""530362 - SME WA SG 001"" ValidCode - Invalid Desc",2.00
I-1210,L-0002,1.00,1.00,,,,,,,,LCUSD2 - Deposits and public borrowings -NIB,LCUSD2,MICB6000 - STG WA RM SME,MICB6000,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,-1.0000,,0.00
I-1211,L-0000,0.00,1.00,LTDEP2 - Tailored deposits-NIB,LTDEP2,MICB6000 - STG WA RM SME,MICB6000,TPROD - Total Product for TPROD Hierarchy,TPROD,Reportable Actual ex Journal 1,,,,,,,,0.0000,,0.00
I-1211,L-0001,1.00,1.00,,,,,,,,LTDEP2 - Tailored deposits-NIB,LTDEP2,530362 - SME WA SG 001,530362,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,1.0000,"To Centre: ""530362 - SME WA SG 001"" ValidCode - Invalid Desc",2.00
I-1211,L-0002,1.00,1.00,,,,,,,,LTDEP2 - Tailored deposits-NIB,LTDEP2,MICB6000 - STG WA RM SME,MICB6000,TPROD - Total Product for TPROD Hierarchy,TPROD,Journal 1 Actuals,-1.0000,,0.00
